project,sha,module,brittle,SS/NSS,isBSSPair,brittle_code,ss_or_nss_code
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_0,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_0() throws Exception {
        VO vo = new VO();
        vo.setCalendar(Calendar.getInstance());

        String text = JSON.toJSONString(vo);

        VO vo1 = JSON.parseObject(text, VO.class);
        Assert.assertEquals(vo.getCalendar().getTime(), vo1.getCalendar().getTime());
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.date.DateFieldTest4.test_codec_null_1,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_codec_null_1() throws Exception {
        V0 v = new V0();

        SerializeConfig mapping = new SerializeConfig();
        mapping.setAsmEnable(false);

        String text = JSON.toJSONString(v, mapping, SerializerFeature.WriteMapNullValue, SerializerFeature.WriteNullNumberAsZero);
        Assert.assertEquals(""{\""value\"":null}"", text);

        V0 v1 = JSON.parseObject(text, V0.class);

        Assert.assertEquals(null, v1.getValue());
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.joda.JodaTest_0.test_for_long,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_for_long() throws Exception {
        String text= ""{\""date\"":1511248447740}"";
        VO vo =JSON.parseObject(text, VO.class);
        Assert.assertEquals(2017, vo.date.getYear());
        Assert.assertEquals(11, vo.date.getMonthOfYear());
        Assert.assertEquals(21, vo.date.getDayOfMonth());
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.parser.deser.date.DateFormatDeserializerTest.test_dateFormat_null,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_dateFormat_null() throws Exception {
        VO vo = JSON.parseObject(""{\""format\"":null}"", VO.class);
        Assert.assertEquals(null, vo.getFormat());
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.issue_2200.Issue2241.test_for_issue2,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_for_issue2() throws Exception {
        String text = ""{\""createTime\"":1548166745}"";

        Order2 o = JSON.parseObject(text, Order2.class);
        assertEquals(1548166745000L, o.createTime.getTimeInMillis());

        String json = JSON.toJSONString(o);
        assertEquals(""{\""createTime\"":1548166745}"", json);
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.serializer.date.DateTest.test_6,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_6() throws Exception {
        SerializeWriter out = new SerializeWriter();

        JSONSerializer serializer = new JSONSerializer(out);
        serializer.config(SerializerFeature.UseISO8601DateFormat, true);
        Assert.assertEquals(true, serializer.isEnabled(SerializerFeature.UseISO8601DateFormat));
        serializer.write(new Date(1294502460000L));

        Assert.assertEquals(""\""2011-01-09T00:01:00+08:00\"""", out.toString());
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_date() throws Exception {
        Date date1 = JSON.parseObject(""{\""gmtCreate\"":\""2018-09-12\""}"", VO.class).getGmtCreate();
        assertNotNull(date1);
        Date date2 = JSON.parseObject(""{\""gmtCreate\"":\""2018-09-12T15:10:19+00:00\""}"", VO.class).getGmtCreate();
        Date date3 = JSON.parseObject(""{\""gmtCreate\"":\""2018-09-12T15:10:19Z\""}"", VO.class).getGmtCreate();
        Date date4 = JSON.parseObject(""{\""gmtCreate\"":\""20180912T151019Z\""}"", VO.class).getGmtCreate();
        Date date5 = JSON.parseObject(""{\""gmtCreate\"":\""2018-09-12T15:10:19Z\""}"", VO.class).getGmtCreate();
        Date date6 = JSON.parseObject(""{\""gmtCreate\"":\""20180912\""}"", VO.class).getGmtCreate();

        long delta_2_1 = date2.getTime() - date1.getTime();
        assertEquals(83419000, delta_2_1);

        long delta_3_1 = date3.getTime() - date1.getTime();
        assertEquals(83419000, delta_3_1);

        long delta_4_3 = date4.getTime() - date3.getTime();
        assertEquals(0, delta_4_3);

        long delta_5_4 = date5.getTime() - date4.getTime();
        assertEquals(0, delta_5_4);

        long delta_6_1 = date6.getTime() - date1.getTime();
        assertEquals(0, delta_6_1);


    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.parser.DateParserTest.test_date_2,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_date_2() throws Exception {
        int features = JSON.DEFAULT_PARSER_FEATURE;
        DefaultJSONParser parser = new DefaultJSONParser(""new Date(1294552193254)"", ParserConfig.getGlobalInstance(), features);

        java.util.Date date = parser.parseObject(java.util.Date.class);

        Assert.assertEquals(new java.util.Date(1294552193254L), date);
        parser.close();
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.date.DateFieldTest11_reader.test_cn_1,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_cn_1() throws Exception {
        Model vo = new JSONReader(new StringReader(""{\""date0\"":1462464000000,\""date1\"":1488297600000}"")).readObject(Model.class);

        Calendar calendar = Calendar.getInstance(JSON.defaultTimeZone, JSON.defaultLocale);

        calendar.setTime(vo.date0);
        assertEquals(2016, calendar.get(Calendar.YEAR));
        assertEquals(4, calendar.get(Calendar.MONTH));
        assertEquals(6, calendar.get(Calendar.DAY_OF_MONTH));
        assertEquals(0, calendar.get(Calendar.HOUR_OF_DAY));
        assertEquals(0, calendar.get(Calendar.MINUTE));
        assertEquals(0, calendar.get(Calendar.SECOND));
        assertEquals(0, calendar.get(Calendar.MILLISECOND));

        calendar.setTime(vo.date1);
        assertEquals(2017, calendar.get(Calendar.YEAR));
        assertEquals(2, calendar.get(Calendar.MONTH));
        assertEquals(1, calendar.get(Calendar.DAY_OF_MONTH));
        assertEquals(0, calendar.get(Calendar.HOUR_OF_DAY));
        assertEquals(0, calendar.get(Calendar.MINUTE));
        assertEquals(0, calendar.get(Calendar.SECOND));
        assertEquals(0, calendar.get(Calendar.MILLISECOND));

        System.out.println(vo.date0.getTime());
        System.out.println(vo.date1.getTime());
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.date.DateFieldTest9.test_cn,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_cn() throws Exception {
        Entity vo = JSON.parseObject(""{\""date\"":\""2016-05-06\""}"", Entity.class);

        Calendar calendar = Calendar.getInstance(JSON.defaultTimeZone, JSON.defaultLocale);
        calendar.setTime(vo.date);
        Assert.assertEquals(2016, calendar.get(Calendar.YEAR));
        Assert.assertEquals(4, calendar.get(Calendar.MONTH));
        Assert.assertEquals(6, calendar.get(Calendar.DAY_OF_MONTH));
        Assert.assertEquals(0, calendar.get(Calendar.HOUR_OF_DAY));
        Assert.assertEquals(0, calendar.get(Calendar.MINUTE));
        Assert.assertEquals(0, calendar.get(Calendar.SECOND));
        Assert.assertEquals(0, calendar.get(Calendar.MILLISECOND));
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.date.DateFieldTest9.test_kr_3,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_kr_3() throws Exception {
        Entity vo = JSON.parseObject(""{\""date\"":\""2016�ｿｽ??05�ｿｽ??6�ｿｽ?�ｿｽ\""}"", Entity.class);

        Calendar calendar = Calendar.getInstance(JSON.defaultTimeZone, JSON.defaultLocale);
        calendar.setTime(vo.date);
        Assert.assertEquals(2016, calendar.get(Calendar.YEAR));
        Assert.assertEquals(4, calendar.get(Calendar.MONTH));
        Assert.assertEquals(6, calendar.get(Calendar.DAY_OF_MONTH));
        Assert.assertEquals(0, calendar.get(Calendar.HOUR_OF_DAY));
        Assert.assertEquals(0, calendar.get(Calendar.MINUTE));
        Assert.assertEquals(0, calendar.get(Calendar.SECOND));
        Assert.assertEquals(0, calendar.get(Calendar.MILLISECOND));
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.issue_1200.Issue1298.test_for_issue_1,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_for_issue_1() throws Exception {
        JSONObject object = new JSONObject();

        object.put(""date"", ""2017-08-15 20:00:00.000"");

        Date date = object.getObject(""date"", java.util.Date.class);

        assertEquals(""\""2017-08-15T20:00:00+08:00\"""", JSON.toJSONString(date, SerializerFeature.UseISO8601DateFormat));

        JSON.parseObject(""\""2017-08-15 20:00:00.000\"""", java.util.Date.class);
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.date.DateFieldTest3.test_codec_no_asm,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_codec_no_asm() throws Exception {
        V0 v = new V0();
        v.setValue(new Date());

        SerializeConfig mapping = new SerializeConfig();
        mapping.put(Date.class, new SimpleDateFormatSerializer(""yyyy-MM-dd""));
        mapping.setAsmEnable(false);

        String text = JSON.toJSONString(v, mapping, SerializerFeature.WriteMapNullValue);
        SimpleDateFormat format = new SimpleDateFormat(""yyyy-MM-dd"", JSON.defaultLocale);
        format.setTimeZone(JSON.defaultTimeZone);
        Assert.assertEquals(""{\""value\"":"" + JSON.toJSONString(format.format(v.getValue())) + ""}"", text);
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.date.DateFieldTest8.test_1,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_1() throws Exception {
        Entity object = new Entity();
        object.setValue(new Date());
        String text = JSON.toJSONString(object);
        SimpleDateFormat format = new SimpleDateFormat(""yyyy-MM-dd"", JSON.defaultLocale);
        format.setTimeZone(JSON.defaultTimeZone);
        Assert.assertEquals(""{\""value\"":\"""" + format.format(object.getValue()) + ""\""}"",
                            text);
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.parser.DateParserTest.test_date_new_1,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_date_new_1() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""new Date(1294552193254)"");

        java.util.Date date = (java.util.Date) parser.parse();

        Assert.assertEquals(new java.util.Date(1294552193254L), date);
        parser.close();
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.serializer.enum_.EnumTest2.test_enum_noasm,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_enum_noasm() throws Exception {
        SerializeConfig mapping = new SerializeConfig();
        mapping.setAsmEnable(false);
        
        Date date = new Date(1308841916550L);
        Assert.assertEquals(""1308841916550"", JSON.toJSONString(date, mapping)); // 1308841916550
        Assert.assertEquals(""\""2011-06-23T23:11:56.550+08:00\"""", JSON.toJSONString(date, mapping, SerializerFeature.UseISO8601DateFormat)); // ""2011-06-23T23:11:56.550""
        SerializerFeature[] features = {SerializerFeature.UseISO8601DateFormat, SerializerFeature.UseSingleQuotes };
        Assert.assertEquals(""'2011-06-23T23:11:56.550+08:00'"", JSON.toJSONString(date, mapping, features)); // '2011-06-23T23:11:56.550'
    }"""
alibaba/fastjson,5c6d6fd471ea1fab59f0df2dd31e0b936806780d,NA,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.joda.JodaTest_0.test_for_issue_2,1,"""public void test_8() throws Exception {
        DefaultJSONParser parser = new DefaultJSONParser(""\""2011-01-09T13:49:53.254\"""");
        parser.config(Feature.AllowISO8601DateFormat, true);
        Object value = parser.parse();
        Assert.assertEquals(new Date(1294552193254L), value);
    }""","""public void test_for_issue_2() throws Exception {
        VO vo = JSON.parseObject(""{\""date\"":\""20160506\""}"", VO.class);

        Assert.assertEquals(2016, vo.date.getYear());
        Assert.assertEquals(5, vo.date.getMonthOfYear());
        Assert.assertEquals(6, vo.date.getDayOfMonth());
    }"""
